ch02_081|meadow|ˈmedəʊ|n. 草地；牧场|The children ran free across the meadow.|[sound:ch02_081_meadow.mp3]
ch02_082|lawn|lɔːn|n. 草地，草坪|My mother asked me to mow the lawn.|[sound:ch02_082_lawn.mp3]
ch02_083|olive|ˈɒlɪv|n. 橄榄；橄榄树|The olive branch is the emblem of peace.|[sound:ch02_083_olive.mp3]
ch02_084|pine|paɪn|n. 松树；松木|It’s a place noted for its pine trees and springs.|[sound:ch02_084_pine.mp3]
ch02_085|vine|vaɪn|n. 葡萄藤|The grapes withered on the vine.|[sound:ch02_085_vine.mp3]
ch02_086|violet|ˈvaɪələt|n. 堇菜|The violet is a dainty spring flower.|[sound:ch02_086_violet.mp3]
ch02_087|tulip|ˈtjuːlɪp|n. 郁金香|She trimmed the stalks of the tulips before putting them in a vase.|[sound:ch02_087_tulip.mp3]
ch02_088|mint|mɪnt|n. 薄荷；薄荷糖；铸币厂 v. 铸造（硬币）|We sat in the back row, sucking mints.|[sound:ch02_088_mint.mp3]
ch02_089|reef|riːf|n.（暗）礁，礁脉|The ship was wrecked on a reef.|[sound:ch02_089_reef.mp3]
ch02_090|alga|ˈælɡə|n. 海藻，藻|Some of the algae are edible.|[sound:ch02_090_alga.mp3]
ch02_091|enzyme|ˈenzaɪm|n. 酶|One enzyme can activate a thousand of these chemical reactions in an hour.|[sound:ch02_091_enzyme.mp3]
ch02_092|catalyst|ˈkætəlɪst|n. 催化剂；促进因素|A catalyst is a substance which speeds up a chemical reaction.|[sound:ch02_092_catalyst.mp3]
ch02_093|release|rɪˈliːs|v.n. 释放；发布|I released the horse and it ran away.|[sound:ch02_093_release.mp3]
ch02_094|emission|ɪˈmɪʃ(ə)n|n. 排放，散发；排放物，散发物|This conference aims to reduce carbon emissions or greenhouse gas emissions around the world.|[sound:ch02_094_emission.mp3]
ch02_095|circulation|ˌsɜːkjəˈleɪʃn|n. 流通；循环；流传|Sea surface temperatures and atmospheric circulation are strongly coupled.|[sound:ch02_095_circulation.mp3]
ch02_096|exceed|ɪkˈsiːd|v. 超过|The driver exceeds the speed limit.|[sound:ch02_096_exceed.mp3]
ch02_097|uptake|ˈʌpteɪk|n. 摄取；领会|The doctor advised me to reduce the salt uptake.|[sound:ch02_097_uptake.mp3]
ch02_098|nutrient|ˈnjuːtriənt|n. 营养物质|The nutrient in the soil acts as a stimulus to growth in plants.|[sound:ch02_098_nutrient.mp3]
ch02_099|surroundings|səˈraʊndɪŋz|n. 环境|The adaptability of the youth to new surroundings is one of their good qualities.|[sound:ch02_099_surroundings.mp3]
ch02_100|mechanism|ˈmekənɪzəm|n. 机制；构造|Bones and muscles are parts of the mechanism of the body.|[sound:ch02_100_mechanism.mp3]
ch02_101|counterbalance|ˈkaʊntəbæləns|n.起平衡作用的事物；抗衡力 v.抵消；对……起平衡作用|Their strength in defence counterbalances our strength in attack.|[sound:ch02_101_counterbalance.mp3]
ch02_102|protect|prəˈtekt|v. 保护|We have to do what it takes to protect our parks and protect our planet for generations to come.|[sound:ch02_102_protect.mp3]
ch02_103|preserve|prɪˈzɜːv|v. 保护；维持（原状）；保存|It is the duty of the police to preserve public order.|[sound:ch02_103_preserve.mp3]
ch02_104|conservation|ˌkɒnsəˈveɪʃ(ə)n|n.（对自然环境的）保护；保存|Some accommodation between conservation and tourism is essential.|[sound:ch02_104_conservation.mp3]
ch02_105|bush fire|ˈbʊʃ faɪə(r)|n. 林区大火|The friendly fallow deer were trapped by abush fire.|[sound:ch02_105_bush fire.mp3]
ch02_106|extinguish|ɪkˈstɪŋɡwɪʃ|v. 扑灭（火）；使（想法、感情等）破灭|They tried every means to extinguish the fire.|[sound:ch02_106_extinguish.mp3]
ch02_107|destruct|dɪˈstrʌkt|v.（使）自毁|The tape would self-destruct in twenty minutes.|[sound:ch02_107_destruct.mp3]
ch02_108|ruin|ˈruːɪn|v. 毁坏，摧毁 n. 毁灭；废墟|The storm ruined the crops.|[sound:ch02_108_ruin.mp3]
ch02_109|perish|ˈperɪʃ|v. 毁灭，消亡；腐烂|Flowers perish when frost comes.|[sound:ch02_109_perish.mp3]
ch02_110|demolish|dɪˈmɒlɪʃ|v. 拆除；毁坏，破坏；推翻|The fire demolished the town.|[sound:ch02_110_demolish.mp3]
ch02_111|infringe|ɪnˈfrɪndʒ|v. 侵犯；违反|The press infringed a copyright agreement.|[sound:ch02_111_infringe.mp3]
ch02_112|undermine|ˌʌndəˈmaɪn|v. 破坏；逐渐削弱|The constant criticism was beginning to undermine her confidence.|[sound:ch02_112_undermine.mp3]
ch02_113|extinction|ɪkˈstɪŋkʃn|n. 灭绝|By 2050, a quarter of the earth’s species could be threatened with extinction.|[sound:ch02_113_extinction.mp3]
ch02_114|pattern|ˈpæt(ə)n|n. 模式；式样；底样|Training and education follow different patterns in different regions.|[sound:ch02_114_pattern.mp3]
ch02_115|outcome|ˈaʊtkʌm|n. 结果|We are anxiously awaiting the outcome of their discussion.|[sound:ch02_115_outcome.mp3]
ch02_116|impact|ˈɪmpækt|n. 影响|We are a flash in time, but our impact is forever.|[sound:ch02_116_impact.mp3]
ch02_117|seasonal|ˈsiːzən(ə)l|adj. 季节性的|The greatest seasonal change on our planet is now under way.|[sound:ch02_117_seasonal.mp3]
ch02_118|experimental|ɪkˌsperɪˈment(ə)l|adj. 实验的；试验性的|There is no cure or vaccine, but some patients have been given experimental treatments.|[sound:ch02_118_experimental.mp3]
ch02_119|favourable|ˈfeɪvərəb(ə)l|adj. 有利的；赞成的，肯定的|It’s encouraging to receive a favourable report on one’s study.|[sound:ch02_119_favourable.mp3]
ch02_120|productive|prəˈdʌktɪv|adj. 多产的|Once the plants have produced fruit, they become less productive.|[sound:ch02_120_productive.mp3]
ch02_121|effective|ɪˈfektɪv|adj. 有效的|These are effective measures.|[sound:ch02_121_effective.mp3]
ch02_122|efficient|ɪˈfɪʃ(ə)nt|adj. 效率高的|This new copy machine is more efficient than the old one.|[sound:ch02_122_efficient.mp3]
ch02_123|considerable|kənˈsɪdərəb(ə)l|adj. 相当多的|It is a considerable sum of money.|[sound:ch02_123_considerable.mp3]
ch02_124|massive|ˈmæsɪv|adj. 巨大的，大规模的，庞大的|There are massive mineral resources in the west part of China.|[sound:ch02_124_massive.mp3]
ch02_125|immense|ɪˈmens|adj. 巨大的|They plunged into their work with immense zeal.|[sound:ch02_125_immense.mp3]
ch02_126|maximal|ˈmæksɪml|adj. 最大的|She obtained maximal benefit from the course.|[sound:ch02_126_maximal.mp3]
ch02_127|minimal|ˈmɪnɪml|adj. 最小的，极小的|I stayed with friends, so my expenses were minimal.|[sound:ch02_127_minimal.mp3]
ch02_128|optimal|ˈɒptɪməl|adj. 最佳的，最理想的|This is the optimal season for the growth of plants.|[sound:ch02_128_optimal.mp3]
ch02_129|root|ruːt|n.根 v.（使）生根|The dog is snuffling around the root of a tree.|[sound:ch02_129_root.mp3]
ch02_130|absorb|əbˈsɔːb|V. 吸收；眼引全部注意力|Dry sand absorbs water.|[sound:ch02_130_absorb.mp3]
