ch01_052|avalanche|ˈævəlɑːnʃ|n. 雪崩|Yesterday’s avalanche destroyed several trees.|[sound:ch01_052_avalanche.mp3]
ch01_053|terrain|təˈreɪn|n. 地形|He climbed a tree to view the surrounding terrain.|[sound:ch01_053_terrain.mp3]
ch01_054|landscape|ˈlændskeɪp|n. 风景，地貌 v. 对……进行景观美化|The trees and the mountains made the landscape very beautiful.|[sound:ch01_054_landscape.mp3]
ch01_055|continent|ˈkɒntɪnənt|n. 大陆；洲|It is generally thought that Columbus discovered the American continents.|[sound:ch01_055_continent.mp3]
ch01_056|cave|keɪv|n. 洞穴，山洞|This cave was used by smugglers in the eighteenth century.|[sound:ch01_056_cave.mp3]
ch01_057|cliff|klɪf|n. 悬崖，峭壁|The narrow path leads to a wooden hut on the cliff.|[sound:ch01_057_cliff.mp3]
ch01_058|glacier|ˈɡlæsiə(r)|n. 冰河，冰川|The glacier dislocated the great stones.|[sound:ch01_058_glacier.mp3]
ch01_059|swamp|swɒmp|n. 沼泽，湿地|In the swamp, we were beset by mosquitoes.|[sound:ch01_059_swamp.mp3]
ch01_060|delta|ˈdeltə|n. 三角洲|The Nile Delta used to be a fertile land.|[sound:ch01_060_delta.mp3]
ch01_061|plain|pleɪn|n. 平原 adj. 简朴的；明白的|Once there were 70 million buffalo roaming the Great Plains.|[sound:ch01_061_plain.mp3]
ch01_062|plateau|ˈplætəʊ|n. 高原|The atmosphere is thin on the plateau.|[sound:ch01_062_plateau.mp3]
ch01_063|oasis|əʊˈeɪsɪs|n. 绿洲；宜人之地|Oasis symbolises a hope in desert areas.|[sound:ch01_063_oasis.mp3]
ch01_064|vertical|ˈvɜːtɪk(ə)l|adj. 垂直的，直立的|In some places the cliff was almost vertical, and too dangerous to climb.|[sound:ch01_064_vertical.mp3]
ch01_065|steep|stiːp|adj. 陡峭的，陡直的|A long steep path leads to a teahouse with a grand view of the sea.|[sound:ch01_065_steep.mp3]
ch01_066|parallel|ˈpærəlel|n. 平行线；相似之物；相似之处 adj. 平行的 v. 与…… 相似；比得上|There are few parallels between American football and European football.|[sound:ch01_066_parallel.mp3]
ch01_067|narrow|ˈnærəʊ|adj. 狭窄的；有局限的 n. [~s] 海峡 v. 变窄|The only access to the garden is by a narrow path at the side of the house.|[sound:ch01_067_narrow.mp3]
ch01_068|globe|ɡləʊb|n. 球体；地球仪；[the ~] 地球|There are people in almost every habitable part of this globe.|[sound:ch01_068_globe.mp3]
ch01_069|hemisphere|ˈhemɪsfɪə(r)|n. 半球|In the northern hemisphere, you can hardly see the Magellanic Clouds.|[sound:ch01_069_hemisphere.mp3]
ch01_070|equator|ɪˈkweɪtə(r)|n. 赤道|The equator is an imaginary line around the middle of the earth.|[sound:ch01_070_equator.mp3]
ch01_071|arctic|ˈɑːktɪk|adj. 极冷的；[A~] 北极的 n. [the A~] 北极地区，北极|The polar bear’s habitat is the icy waters of the Arctic.|[sound:ch01_071_arctic.mp3]
ch01_072|Antarctic|ænˈtɑːktɪk|adj. 南极的 n. [the ~] 南极地区，南极洲|Because of the extreme cold, the environment in the Antarctic is uniquely fragile.|[sound:ch01_072_Antarctic.mp3]
ch01_073|pole|pəʊl|n.（地）极；截然相反的两极之一|English is spoken from pole to pole.|[sound:ch01_073_pole.mp3]
ch01_074|polar|ˈpəʊlə(r)|adj. 极地的，近极地的；对立的|In these polar regions, the balance of nature has already been disrupted.|[sound:ch01_074_polar.mp3]
ch01_075|axis|ˈæksɪs|n. 轴，轴线|The earth’s axis is the line between the North and South Poles.|[sound:ch01_075_axis.mp3]
ch01_076|deteriorate|dɪˈtɪəriəreɪt|v. 恶化，变坏|Relations between the two countries have deteriorated sharply in recent weeks.|[sound:ch01_076_deteriorate.mp3]
ch01_077|aggravate|ˈæɡrəveɪt|v. 加重，加剧，使恶化|Grief aggravated her illness.|[sound:ch01_077_aggravate.mp3]
ch01_078|degrade|dɪˈɡreɪd|v. 降解；降低……的身份；使恶化，使退化|A dishonest action like that will degrade you.|[sound:ch01_078_degrade.mp3]
ch01_079|erode|ɪˈrəʊd|v. 侵蚀，腐蚀|The waves erode the rocks on the shore.|[sound:ch01_079_erode.mp3]
ch01_080|Mediterranean|ˌmedɪtəˈreɪniən|adj. 地中海的；地中海地区的 n. 地中海；地中海地区|This dish is a cross between Asian and Mediterranean food.|[sound:ch01_080_Mediterranean.mp3]
ch01_081|Atlantic|ətˈlæntɪk|adj. 大西洋的 n. [the ~] 大西洋|The Atlantic coast is within sight of the hotel.|[sound:ch01_081_Atlantic.mp3]
ch01_082|pacific|pəˈsɪfɪk|adj. 平静的，和平的；[P~] 太平洋的 n. [the P~] 太平洋|What a beautiful and pacific place this is!|[sound:ch01_082_pacific.mp3]
ch01_083|ocean|ˈəʊʃ(ə)n|n. 海洋；（五大洋之一的）洋|These creatures live in the depth of the Pacific Ocean.|[sound:ch01_083_ocean.mp3]
ch01_084|marine|məˈriːn|adj. 海生的，海洋的；海事的 n. 水兵|It is true that a lot of people like marine plants as their food.|[sound:ch01_084_marine.mp3]
ch01_085|navigation|ˌnævɪˈɡeɪʃn|n. 航行；航海|Navigation is a game for brave people.|[sound:ch01_085_navigation.mp3]
ch01_086|gulf|ɡʌlf|n. 海湾|The gulf extends northward.|[sound:ch01_086_gulf.mp3]
ch01_087|beach|biːtʃ|n. 海滩，河滩|They walked along the beach, talking and laughing.|[sound:ch01_087_beach.mp3]
ch01_088|coast|kəʊst|n. 海岸，海滨|He is going to live by the coast for the sake of his health.|[sound:ch01_088_coast.mp3]
ch01_089|shore|ʃɔː(r)|n.（海、湖等大水域的）岸，滨|His ship pulled in to the shore at midnight.|[sound:ch01_089_shore.mp3]
ch01_090|tide|taɪd|n. 趋势，潮流；潮汐|The gravitational attraction between the moon and the earth causes tides.|[sound:ch01_090_tide.mp3]
ch01_091|current|ˈkʌrənt|n. 水流，潮流；电流；气流|He was swept away by the current.|[sound:ch01_091_current.mp3]
ch01_092|brook|brʊk|n. 小河，溪|Before we drink at a brook, it is good to know its source.|[sound:ch01_092_brook.mp3]
ch01_093|stream|striːm|n. 小河，溪；流 v. 流动，流出|On either bank of the stream stand rows of willow trees.|[sound:ch01_093_stream.mp3]
ch01_094|source|sɔːs|n. 河的源头；根源|I’ve heard from reliable sources that the company is in trouble.|[sound:ch01_094_source.mp3]
ch01_095|shallow|ˈʃæləʊ|adj. 浅的；肤浅的，浅薄的|The sea is shallow here.|[sound:ch01_095_shallow.mp3]
ch01_096|flat|flæt|adj. 平坦的；扁平的；单调的|In flat open country, there is plenty of grass for the cattle to feed on.|[sound:ch01_096_flat.mp3]
ch01_097|smooth|smuːð|adj. 光滑的；平稳的；流畅的|The process of negotiation was not entirely smooth.|[sound:ch01_097_smooth.mp3]
ch01_098|rough|rʌf|adj. 粗糙的；粗略的|You’d better give us a rough idea of your price.|[sound:ch01_098_rough.mp3]
ch01_099|sandy|ˈsændi|adj. 铺满沙的；含沙的|We walked across the fields on the sandy path.|[sound:ch01_099_sandy.mp3]
ch01_100|stony|ˈstəʊni|adj. 石头的；多石的|The ground in this part of the country is poor and stony.|[sound:ch01_100_stony.mp3]
ch01_101|upgrade|ˌʌpˈɡreɪd|V. 使升级；提高，改善|The antivirus software should often be upgraded.|[sound:ch01_101_upgrade.mp3]
ch01_102|superficial|ˌsuːpərˈfɪʃl|adj. 表皮的，表层的|Superficial scratches can be easily removed .|[sound:ch01_102_superficial.mp3]
ch01_103|shower|ˈʃaʊə(r)|n. 阵雨；（一）阵；淋浴|The weatherman predicts showers this afternoon.|[sound:ch01_103_shower.mp3]
ch01_104|Oceania|ˌəʊsiˈɑːniə|n. 大洋洲|Oceania is a separate landmass, but it is separated from Asia by very shallow water.|[sound:ch01_104_Oceania.mp3]
ch01_105|mainland|ˈmeɪnlənd; ˈmeɪnlænd|n. 大陆，本土|Hawaii and Alaska are not on the mainland of the United States.|[sound:ch01_105_mainland.mp3]
ch01_106|peninsula|pəˈnɪnsjələ|n. 半岛|His house is located on the tip of the peninsula.|[sound:ch01_106_peninsula.mp3]
ch01_107|climate|ˈklaɪmət|n. 气候；风气，思潮，环境|The current political climate in that country is favourable for foreign investment.|[sound:ch01_107_climate.mp3]
ch01_108|weather|ˈweðə(r)|n. 天气，气象|In warm weather, you should wear clothing that is cool and comfortable.|[sound:ch01_108_weather.mp3]
ch01_109|meteorology|ˌmiːtiəˈrɒlədʒi|n. 气象学|Nowadays, few people like to study meteorology.|[sound:ch01_109_meteorology.mp3]
ch01_110|mild|maɪld|adj. 温和的；不严重的|The weather is mild today; it is neither hot nor cold.|[sound:ch01_110_mild.mp3]
ch01_111|heating|ˈhiːtɪŋ|n. 供暖；暖气装置|The workers are installing a heating system.|[sound:ch01_111_heating.mp3]
ch01_112|moderate|ˈmɒdərət; ˈmɒdəreɪt|adj.适度的；温和的；中等的 v.（使）缓和|The wind was strong all day, but it moderated in the evening.|[sound:ch01_112_moderate.mp3]
ch01_113|warm|wɔːm|adj. 温暖的 v（使）变暖|The blood of a warm-blooded animal remains around the same temperature both on warm and cold days.|[sound:ch01_113_warm.mp3]
ch01_114|thermal|ˈθɜːm(ə)l|adj. 热量的|The thermal energy has become more and more important.|[sound:ch01_114_thermal.mp3]
ch01_115|tropics|ˈtrɒpɪks|n. [the ~] 热带地区|He lives in the tropics.|[sound:ch01_115_tropics.mp3]
ch01_116|arid|ˈærɪd|adj. 干燥的，干旱的；枯燥的|It is difficult to grow fruit in arid desert areas.|[sound:ch01_116_arid.mp3]
ch01_117|moist|mɔɪst|adj. 潮湿的，湿润的|His eyes were moist with tears.|[sound:ch01_117_moist.mp3]
ch01_118|damp|dæmp|adj. 潮湿的，湿气重的|The damp match won’t strike.|[sound:ch01_118_damp.mp3]
ch01_119|humid|ˈhjuːmɪd|adj. 潮湿的，湿热的|The milk powder has lumped together because my home is so humid.|[sound:ch01_119_humid.mp3]
ch01_120|snowy|ˈsnəʊi|adj. 下雪多的；被雪覆盖的|The snowy weather lasted the whole time we were there.|[sound:ch01_120_snowy.mp3]
ch01_121|frost|frɒst|n. 霜；霜冻；严寒|Sweet potatoes decayed after the frost.|[sound:ch01_121_frost.mp3]
ch01_122|hail|heɪl|n. 雹，冰雹 v. 赞扬；招呼；下雹|It hailed during the night.|[sound:ch01_122_hail.mp3]
ch01_123|thaw|θɔː|v. 解冻，融解，融化 n. 解冻时期|The sun thawed the ice and melted the snow.|[sound:ch01_123_thaw.mp3]
ch01_124|chill|tʃɪl|v.（使）变冷；使恐惧 n. 寒冷；害怕|The bad news cast a chill over the whole family.|[sound:ch01_124_chill.mp3]
ch01_125|freeze|friːz|v. 结冰 n. 霜冻；严寒期|The weatherman predicted a freeze for tonight.|[sound:ch01_125_freeze.mp3]
ch01_126|frigid|ˈfrɪdʒɪd|adj. 寒冷的|Hohhot is a frigid city in winter.|[sound:ch01_126_frigid.mp3]
ch01_127|tremble|ˈtremb(ə)l|v.n. 战栗，颤抖|There was a tremble in her voice.|[sound:ch01_127_tremble.mp3]
ch01_128|shiver|ˈʃɪvə(r)|v. 颤抖，哆嗦，发抖|She shivered because she was worried and afraid.|[sound:ch01_128_shiver.mp3]
ch01_129|thunder|ˈθʌndə(r)|n. 雷；雷声 v. 打雷；轰隆隆地快速移动|An express train thundered through the station.|[sound:ch01_129_thunder.mp3]
ch01_130|lightning|ˈlaɪtnɪŋ|n. 闪电 adj. 闪电般的，极快的|During the storm, flashes of lightning appeared in the sky.|[sound:ch01_130_lightning.mp3]
ch01_131|stormy|ˈstɔːmi|adj. 有暴风雨的；争吵激烈的；（大海）波涛汹涌的|Our ship was tossed about on the stormy sea.|[sound:ch01_131_stormy.mp3]
ch01_132|downpour|ˈdaʊnpɔː(r)|n. 倾盆大雨|For the past six hours, the downpour had been continuous.|[sound:ch01_132_downpour.mp3]
ch01_133|rainfall|ˈreɪnfɔːl|n. 降雨量|There have been four years of below-average rainfall.|[sound:ch01_133_rainfall.mp3]
ch01_134|sprinkle|ˈsprɪŋk(ə)l|v. 撒，洒；下小雨 n. 少量；小雨|We’ve only had a few sprinkles of rain recently.|[sound:ch01_134_sprinkle.mp3]
ch01_135|rainbow|ˈreɪnbəʊ|n. 虹，彩虹|A rainbow is usually seen after a heavy rain.|[sound:ch01_135_rainbow.mp3]
ch01_136|Celsius|ˈselsiəs|adj. 摄氏的 n. 摄氏温度|The maximum temperature in July may be 36 degrees Celsius.|[sound:ch01_136_Celsius.mp3]
ch01_137|temperature|ˈtemprətʃə(r)|n. 气温；体温；温度|After the storm, there will be a sharp drop in temperature.|[sound:ch01_137_temperature.mp3]
ch01_138|forecast|ˈfɔːkɑːst|n. 预测，预报 v. 预测，预言|The recent statement of the president forecasts a change in the situation.|[sound:ch01_138_forecast.mp3]
ch01_139|peak|piːk|n. 山峰；顶点 v. 达到最大值|The mountain peaks are covered with snow all year round.|[sound:ch01_139_peak.mp3]
ch01_140|mount|maʊnt|v. 渐渐增加；爬上，登上 n. [M~] 山|The old lady can only mount the stairs with difficulty.|[sound:ch01_140_mount.mp3]
ch01_141|mountain|ˈmaʊntən|n. 山，山岳，高山|The northern side of the mountain is almost vertical.|[sound:ch01_141_mountain.mp3]
ch01_142|ridge|rɪdʒ|n. 山脊，山脉 v. 使隆起|The sky above the ridge of the mountains brightened.|[sound:ch01_142_ridge.mp3]
ch01_143|slope|sləʊp|v. 倾斜；有坡度 n. 山坡；斜坡|He ran up the slope to the top of the hill.|[sound:ch01_143_slope.mp3]
ch01_144|valley|ˈvæli|n. 山谷，溪谷|The valley was hidden from view in the mist.|[sound:ch01_144_valley.mp3]
ch01_145|hillside|ˈhɪlsaɪd|n.（小山的）山腰，山坡|The path steepened as they climbed the hillside.|[sound:ch01_145_hillside.mp3]
ch01_146|overlook|ˌəʊvəˈlʊk|v. 俯瞰，远眺；未注意到|The house on the hill overlooks the village.|[sound:ch01_146_overlook.mp3]
ch01_147|southern|ˈsʌðən|adj. 南部的；南方的|Only in the southern part of Taiwan have I seen such scenery.|[sound:ch01_147_southern.mp3]
ch01_148|southeast|ˌsaʊθˈiːst|n. 东南方；东南部 adj. 东南方的；东南部的|Austria lies to the southeast of Germany.|[sound:ch01_148_southeast.mp3]
ch01_149|southwest|ˌsaʊθˈwest|n. 西南方；西南部 adj. 西南方的；西南部的|Ireland is in the southwest of the British Isles.|[sound:ch01_149_southwest.mp3]
ch01_150|northeast|ˌnɔːθˈiːst|n. 东北方；东北部 adj. 东北方的；东北部的|Snow in October is nothing strange in northeast China.|[sound:ch01_150_northeast.mp3]
ch01_151|northwest|,nɔ:θ'west|n. 西北方；西北部 adj. 西北方的；西北部的|There is a large hilly area in the northwest.|[sound:ch01_151_northwest.mp3]
ch01_152|eastern|ˈiːstən|adj. 东部的；东方的|The eastern situation is similarly intense.|[sound:ch01_152_eastern.mp3]
ch01_153|oriental|ˌɔːriˈent(ə)l|adj. 东方的（尤指中国和日本的）|She has studied the cultures of oriental countries.|[sound:ch01_153_oriental.mp3]
ch01_154|range|reɪndʒ|n. 山脉；范围|A range of hills rose on our left.|[sound:ch01_154_range.mp3]
ch01_155|rural|ˈrʊərəl|adj. 农村的，乡村的；田园的|The disease occurs most frequently in rural areas.|[sound:ch01_155_rural.mp3]
ch01_156|suburb|ˈsʌbɜːb|n. 郊区，郊外，近郊|They proposed setting up a school in the suburbs.|[sound:ch01_156_suburb.mp3]
ch01_157|outskirts|ˈaʊtskɜːts|n. 郊区，市郊|We live on the outskirts of the city.|[sound:ch01_157_outskirts.mp3]
ch01_158|remote|rɪˈməʊt|adj. 遥远的；偏僻的；疏远的|She came from a remote village.|[sound:ch01_158_remote.mp3]
ch01_159|desolate|ˈdesələt|adj. 荒凉的|So how should they escape from these desolate canyons?|[sound:ch01_159_desolate.mp3]
ch01_160|distant|ˈdɪstənt|adj. 疏远的；遥远的|It snows all year round in that distant little village.|[sound:ch01_160_distant.mp3]
ch01_161|adjacent|əˈdʒeɪs(ə)nt|adj. 邻近的，毗连的|We stayed in adjacent rooms.|[sound:ch01_161_adjacent.mp3]
ch01_162|toxic|ˈtɒksɪk|adj. 有毒的|All medicines are toxic.|[sound:ch01_162_toxic.mp3]
ch01_163|pollution|pəˈluːʃ(ə)n|n. 污染|Waste water from the factory is the main cause of pollution in local rivers.|[sound:ch01_163_pollution.mp3]
ch01_164|pollutant|pəˈluːtənt|n. 污染物质|Coal is a heavy pollutant.|[sound:ch01_164_pollutant.mp3]
ch01_165|contaminate|kənˈtæmɪneɪt|v. 弄脏，污染|The river was contaminated with waste.|[sound:ch01_165_contaminate.mp3]
ch01_166|geology|dʒiˈɒlədʒi|n. 地质学；地质状况|He devoted all his life to the research of the agricultural geology.|[sound:ch01_166_geology.mp3]
ch01_167|border|ˈbɔːdə(r)|n. 边界；边界地区；镶边 v. 和……毗邻；形成……的边界|The border incident led to the war between the two countries.|[sound:ch01_167_border.mp3]
ch01_168|margin|ˈmɑːdʒɪn|n. 边缘；页边空白；余地|There is no margin for error in our plan.|[sound:ch01_168_margin.mp3]
ch01_169|fringe|frɪndʒ|n. 边缘；刘海儿 adj. 次要的；非主流的|We feel it’s pretty good and we also offer some good fringe benefits.|[sound:ch01_169_fringe.mp3]
ch01_170|plate|pleɪt|n.（地质学中的大陆）板块；盘|It is generally accepted that earthquakes are caused by two tectonic plates bumping into each other.|[sound:ch01_170_plate.mp3]
ch01_171|debris|ˈdebriː|n. 碎片，残骸|We are searching for his corpse among the debris after the explosion.|[sound:ch01_171_debris.mp3]
ch01_172|crack|kræk|v. 破裂；发出爆裂声 n. 裂缝；缝隙|The door opened just a crack.|[sound:ch01_172_crack.mp3]
ch01_173|gap|ɡæp|n. 缺口，裂缝；差距；空白|There are wide gaps in my knowledge of history.|[sound:ch01_173_gap.mp3]
ch01_174|splendid|ˈsplendɪd|adj. 极好的；壮观的|You’re all doing a splendid job; keep up the good work!|[sound:ch01_174_splendid.mp3]
ch01_175|grand|ɡrænd|adj. 宏大的；豪华的，宏伟的；极好的|He was born in the purple and was brought up in the grand palace.|[sound:ch01_175_grand.mp3]
ch01_176|magnificent|mæɡˈnɪfɪs(ə)nt|adj. 壮丽的，宏伟的；令人印象深刻的|The king lived in this magnificent palace.|[sound:ch01_176_magnificent.mp3]
ch01_177|super|ˈsuːpə(r)|adj. 超级的，极好的|I’ve discovered a super restaurant near here!|[sound:ch01_177_super.mp3]
ch01_178|interesting|ˈɪntrəstɪŋ|adj. 有趣的；引人注目的|There is an interesting programme on television tonight.|[sound:ch01_178_interesting.mp3]
ch01_179|dramatic|drəˈmætɪk|adj. 戏剧的；引人注目的|She made a dramatic speech at the meeting.|[sound:ch01_179_dramatic.mp3]
ch01_180|wilderness|ˈwɪldənəs|n. 荒野|From his attic window, he looked out over a beautiful wilderness.|[sound:ch01_180_wilderness.mp3]
ch01_181|desert|ˈdezət|n. 沙漠 v. 离弃，遗弃；擅离|The baby’s mother deserted him soon after giving birth.|[sound:ch01_181_desert.mp3]
ch01_182|deforest|ˌdiːˈfɒrɪst|v. 毁掉……森林|The land is severely eroded as a result of widespread deforesting and intensive farming.|[sound:ch01_182_deforest.mp3]
ch01_183|barren|ˈbærən|adj. 贫瘠的，荒芜的；不结果实的|That remote barren land has blossomed into rich granaries.|[sound:ch01_183_barren.mp3]
ch01_184|fertile|ˈfɜːtaɪl|adj. 肥沃的，富饶的|There’s enough to transform barren coral atolls into fertile groves.|[sound:ch01_184_fertile.mp3]
ch01_185|fertilise|ˈfɜːtəlaɪz|v. 施肥于|I fertilised the lawn and pulled out the weeds.|[sound:ch01_185_fertilise.mp3]
ch01_186|solar|ˈsəʊlə(r)|adj. 太阳的，日光的|This toy is operated by solar energy.|[sound:ch01_186_solar.mp3]
ch01_187|lunar|ˈluːnə(r)|adj. 月亮的，月球的|All traditional Chinese festivals are lunar calendar festivals.|[sound:ch01_187_lunar.mp3]
ch01_188|calendar|ˈkælɪndə(r)|n. 日历；历法|The Islamic calendar has fewer days than the Gregorian calendar.|[sound:ch01_188_calendar.mp3]
ch01_189|inevitable|ɪnˈevɪtəbl|adj. 不可避免的，必然的|Such a difficult operation may not succeed, but it’s an inevitable gamble.|[sound:ch01_189_inevitable.mp3]
ch01_190|irreversible|ˌɪrɪˈvɜːsəb(ə)l|adj. 不可逆转的；不可挽回的|He suffered irreversible brain damage from the incident.|[sound:ch01_190_irreversible.mp3]
